Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0030672~synaptic vesicle membrane	5	45.45454545454545	3.7633140780444683E-7	SCAMP5, RAB3C, SYT1, SV2A, STX6	11	137	20666	68.56668878566688	3.1235024902431796E-5	3.1235506847769086E-5	3.085917543996464E-5
GOTERM_CC_DIRECT	GO:0008021~synaptic vesicle	4	36.36363636363637	2.82607281670795E-5	RAB3C, SYT1, SV2A, STX4	11	130	20666	57.80699300699301	0.0023429246407603577	0.0011728202189337992	0.0011586898548502594
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	8	72.72727272727273	0.00533244520781992	SCAMP5, RAB3C, KLC2, SYT1, SV2A, STX6, STX4, APBA2	11	5534	20666	2.7159049840654466	0.35839165468114087	0.1475309840830178	0.14575350234707782
GOTERM_CC_DIRECT	GO:0048786~presynaptic active zone	2	18.181818181818183	0.022516175269565286	SYT1, SV2A	11	47	20666	79.94584139264991	0.8489589149179249	0.3816380625794601	0.37704001363271955
GOTERM_CC_DIRECT	GO:0031201~SNARE complex	2	18.181818181818183	0.022990244733702415	STX6, STX4	11	48	20666	78.28030303030303	0.8549196122329241	0.3816380625794601	0.37704001363271955
GOTERM_CC_DIRECT	GO:0098978~glutamatergic synapse	3	27.27272727272727	0.031357939132109124	SYT1, SV2A, STX4	11	589	20666	9.569069300818027	0.9289513497385107	0.4337848246608429	0.428558501472158
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	3	27.27272727272727	0.04961443813861687	RAB3C, STX6, STX4	11	757	20666	7.445418518073735	0.9853551177213528	0.45056963768662617	0.44514108783498
GOTERM_CC_DIRECT	GO:0098685~Schaffer collateral - CA1 synapse	2	18.181818181818183	0.05013480253343896	STX4, APBA2	11	106	20666	35.44768439108062	0.9860059320125748	0.45056963768662617	0.44514108783498
GOTERM_CC_DIRECT	GO:0032588~trans-Golgi network membrane	2	18.181818181818183	0.052903750568915026	SCAMP5, STX6	11	112	20666	33.548701298701296	0.9890172349608572	0.45056963768662617	0.44514108783498
GOTERM_CC_DIRECT	GO:0055038~recycling endosome membrane	2	18.181818181818183	0.05428549851646098	SCAMP5, STX6	11	115	20666	32.67351778656126	0.9902706455271163	0.45056963768662617	0.44514108783498
GOTERM_CC_DIRECT	GO:0043197~dendritic spine	2	18.181818181818183	0.07794930956428599	STX4, APBA2	11	167	20666	22.49972781709309	0.9988124601764138	0.5491765591083482	0.5425599740588499
GOTERM_CC_DIRECT	GO:0012505~endomembrane system	2	18.181818181818183	0.08467564925818084	STX6, STX4	11	182	20666	20.645354645354647	0.9993532650266972	0.5491765591083482	0.5425599740588499
GOTERM_CC_DIRECT	GO:0005802~trans-Golgi network	2	18.181818181818183	0.08601560564347621	STX6, STX4	11	185	20666	20.31056511056511	0.999427311076504	0.5491765591083482	0.5425599740588499
